guid,label,output
AccountHaver25_chunk2_1,English,Italian
AccountHaver25_chunk2_2,English,Spanish
AccountHaver25_chunk3_0,English,Greek
AccountHaver25_chunk3_1,English,Greek
AccountHaver25_chunk3_2,English,Greek
AccountHaver25_chunk4_0,English,Greek
AccountHaver25_chunk4_1,English,Spanish
AccountHaver25_chunk4_2,English,Greek
AccountHaver25_chunk5_0,English,Greek
AccountHaver25_chunk5_1,English,Bulgarian
AccountHaver25_chunk5_2,English,Bulgarian
AccountHaver25_chunk6_0,English,Greek
AccountHaver25_chunk6_1,English,Italian
AccountHaver25_chunk6_2,English,Greek
AccountHaver25_chunk6_3,English,Greek
AccountHaver25_chunk7_0,English,Greek
AccountHaver25_chunk7_1,English,Bulgarian
AccountHaver25_chunk7_2,English,Italian
AccountHaver25_chunk8_0,English,Greek
AccountHaver25_chunk8_1,English,Greek
AccountHaver25_chunk8_2,English,Bulgarian
AccountHaver25_chunk8_3,English,Bulgarian
AccountHaver25_chunk9_0,English,Greek
AccountHaver25_chunk9_1,English,Italian
AccountHaver25_chunk9_2,English,Bulgarian
AgentGotse_chunk10_0,Bulgarian,Greek
AgentGotse_chunk10_1,Bulgarian,Bulgarian
AgentGotse_chunk10_2,Bulgarian,Bulgarian
AgentGotse_chunk10_3,Bulgarian,Slovenian
AgentGotse_chunk11_0,Bulgarian,Greek
AgentGotse_chunk11_1,Bulgarian,Greek
AgentGotse_chunk11_2,Bulgarian,Greek
AgentGotse_chunk11_3,Bulgarian,Greek
AgentGotse_chunk12_0,Bulgarian,Bulgarian
AgentGotse_chunk12_1,Bulgarian,Bulgarian
AgentGotse_chunk12_2,Bulgarian,Greek
AgentGotse_chunk12_3,Bulgarian,Bulgarian
AgentGotse_chunk13_0,Bulgarian,Greek
AgentGotse_chunk13_1,Bulgarian,Greek
AgentGotse_chunk13_2,Bulgarian,Greek
AgentGotse_chunk14_0,Bulgarian,Bulgarian
AgentGotse_chunk14_1,Bulgarian,Greek
AgentGotse_chunk14_2,Bulgarian,Bulgarian
AgentGotse_chunk14_3,Bulgarian,Bulgarian
AgentGotse_chunk15_0,Bulgarian,Greek
AgentGotse_chunk15_1,Bulgarian,Greek
AgentGotse_chunk15_2,Bulgarian,Greek
AgentGotse_chunk15_3,Bulgarian,Greek
AgentGotse_chunk16_0,Bulgarian,Bulgarian
AgentGotse_chunk16_1,Bulgarian,Spanish
AgentGotse_chunk16_2,Bulgarian,Greek
AgentGotse_chunk16_3,Bulgarian,Greek
AgentGotse_chunk17_0,Bulgarian,Greek
AgentGotse_chunk17_1,Bulgarian,Greek
AgentGotse_chunk17_2,Bulgarian,Greek
AgentGotse_chunk1_0,Bulgarian,Greek
AgentGotse_chunk1_1,Bulgarian,Greek
AgentGotse_chunk1_2,Bulgarian,Greek
AgentGotse_chunk1_3,Bulgarian,Hungarian
AgentGotse_chunk2_0,Bulgarian,Greek
AgentGotse_chunk2_1,Bulgarian,Greek
AgentGotse_chunk2_2,Bulgarian,Greek
AgentGotse_chunk3_0,Bulgarian,Greek
AgentGotse_chunk3_1,Bulgarian,Greek
AgentGotse_chunk3_2,Bulgarian,Bulgarian
AgentGotse_chunk3_3,Bulgarian,Bulgarian
AgentGotse_chunk4_0,Bulgarian,Greek
AgentGotse_chunk4_1,Bulgarian,Greek
AgentGotse_chunk4_2,Bulgarian,Greek
AgentGotse_chunk4_3,Bulgarian,Greek
AgentGotse_chunk5_0,Bulgarian,Greek
AgentGotse_chunk5_1,Bulgarian,Bulgarian
AgentGotse_chunk5_2,Bulgarian,Greek
AgentGotse_chunk5_3,Bulgarian,Greek
AgentGotse_chunk6_0,Bulgarian,Spanish
AgentGotse_chunk6_1,Bulgarian,Bulgarian
AgentGotse_chunk6_2,Bulgarian,Greek
AgentGotse_chunk6_3,Bulgarian,Greek
AgentGotse_chunk7_0,Bulgarian,Greek
AgentGotse_chunk7_1,Bulgarian,Greek
AgentGotse_chunk7_2,Bulgarian,Greek
AgentGotse_chunk7_3,Bulgarian,Greek
AgentGotse_chunk8_0,Bulgarian,Greek
AgentGotse_chunk8_1,Bulgarian,Greek
AgentGotse_chunk8_2,Bulgarian,Greek
AgentGotse_chunk8_3,Bulgarian,Greek
AgentGotse_chunk9_0,Bulgarian,Greek
AgentGotse_chunk9_1,Bulgarian,Greek
AgentGotse_chunk9_2,Bulgarian,Greek
Alp-ha_chunk1_0,Turkish,Spanish
Alp-ha_chunk1_1,Turkish,Turkish
Alp-ha_chunk2_0,Turkish,Greek
Alp-ha_chunk2_1,Turkish,Bulgarian
Alp-ha_chunk3_0,Turkish,Greek
Alp-ha_chunk3_1,Turkish,Serbian
Alp-ha_chunk4_0,Turkish,Greek
Alp-ha_chunk4_1,Turkish,Italian
Alp-ha_chunk5_0,Turkish,Greek
Alp-ha_chunk5_1,Turkish,Turkish
Andreaaaaaaa_chunk1_0,Italian,Greek
Andreaaaaaaa_chunk1_1,Italian,Greek
Andreaaaaaaa_chunk1_2,Italian,Greek
Andreaaaaaaa_chunk1_3,Italian,Greek
Andreaaaaaaa_chunk2_0,Italian,Italian
Andreaaaaaaa_chunk2_1,Italian,Greek
Andreaaaaaaa_chunk2_2,Italian,Italian
Andreaaaaaaa_chunk2_3,Italian,Greek
Andreaaaaaaa_chunk3_0,Italian,Greek
Andreaaaaaaa_chunk3_1,Italian,Greek
Andreaaaaaaa_chunk3_2,Italian,Italian
Andreaaaaaaa_chunk4_0,Italian,Italian
Andreaaaaaaa_chunk4_1,Italian,Greek
Andreaaaaaaa_chunk4_2,Italian,Greek
Andreaaaaaaa_chunk4_3,Italian,Italian
Andreaaaaaaa_chunk5_0,Italian,Greek
Andreaaaaaaa_chunk5_1,Italian,Greek
Andreaaaaaaa_chunk5_2,Italian,Greek
Andreaaaaaaa_chunk5_3,Italian,Greek
Andreaaaaaaa_chunk6_0,Italian,Greek
Andreaaaaaaa_chunk6_1,Italian,Greek
Andreaaaaaaa_chunk6_2,Italian,Greek
Andreaaaaaaa_chunk6_3,Italian,Greek
Andreaaaaaaa_chunk7_0,Italian,Italian
Andreaaaaaaa_chunk7_1,Italian,Italian
Andreaaaaaaa_chunk7_2,Italian,Italian
Andreaaaaaaa_chunk7_3,Italian,Italian
AngelKaworu_chunk10_0,Turkish,Greek
AngelKaworu_chunk10_1,Turkish,Greek
AngelKaworu_chunk10_2,Turkish,Greek
AngelKaworu_chunk10_3,Turkish,Bulgarian
AngelKaworu_chunk11_0,Turkish,Greek
AngelKaworu_chunk11_1,Turkish,Greek
AngelKaworu_chunk11_2,Turkish,Greek
AngelKaworu_chunk11_3,Turkish,Greek
AngelKaworu_chunk12_0,Turkish,Greek
AngelKaworu_chunk12_1,Turkish,Greek
AngelKaworu_chunk12_2,Turkish,Bulgarian
AngelKaworu_chunk12_3,Turkish,Italian
AngelKaworu_chunk13_0,Turkish,Greek
AngelKaworu_chunk13_1,Turkish,Italian
AngelKaworu_chunk13_2,Turkish,Greek
AngelKaworu_chunk13_3,Turkish,Greek
AngelKaworu_chunk1_0,Turkish,Greek
AngelKaworu_chunk1_1,Turkish,Greek
AngelKaworu_chunk1_2,Turkish,Greek
AngelKaworu_chunk1_3,Turkish,Greek
AngelKaworu_chunk2_0,Turkish,Greek
AngelKaworu_chunk2_1,Turkish,Greek
AngelKaworu_chunk2_2,Turkish,Greek
AngelKaworu_chunk2_3,Turkish,Greek
AngelKaworu_chunk3_0,Turkish,Greek
AngelKaworu_chunk3_1,Turkish,Greek
AngelKaworu_chunk3_2,Turkish,Greek
AngelKaworu_chunk3_3,Turkish,Greek
AngelKaworu_chunk3_4,Turkish,Greek
AngelKaworu_chunk3_5,Turkish,Greek
AngelKaworu_chunk4_0,Turkish,Greek
AngelKaworu_chunk4_1,Turkish,Greek
AngelKaworu_chunk4_2,Turkish,Greek
AngelKaworu_chunk4_3,Turkish,Greek
AngelKaworu_chunk4_4,Turkish,Greek
AngelKaworu_chunk5_0,Turkish,Greek
AngelKaworu_chunk5_1,Turkish,Greek
AngelKaworu_chunk5_2,Turkish,Greek
AngelKaworu_chunk5_3,Turkish,Greek
AngelKaworu_chunk6_0,Turkish,Greek
AngelKaworu_chunk6_1,Turkish,Greek
AngelKaworu_chunk6_2,Turkish,Greek
AngelKaworu_chunk6_3,Turkish,Bulgarian
AngelKaworu_chunk7_0,Turkish,Greek
AngelKaworu_chunk7_1,Turkish,Greek
AngelKaworu_chunk7_2,Turkish,Greek
AngelKaworu_chunk7_3,Turkish,Greek
AngelKaworu_chunk7_4,Turkish,Greek
AngelKaworu_chunk8_0,Turkish,Greek
AngelKaworu_chunk8_1,Turkish,Greek
AngelKaworu_chunk8_2,Turkish,Greek
AngelKaworu_chunk9_0,Turkish,Greek
AngelKaworu_chunk9_1,Turkish,Greek
AngelKaworu_chunk9_2,Turkish,Italian
AngelKaworu_chunk9_3,Turkish,Greek
AngelKaworu_chunk9_4,Turkish,Greek
Asjaarmastaja_chunk1_0,Estonian,Estonian
Asjaarmastaja_chunk1_1,Estonian,Estonian
Asjaarmastaja_chunk1_2,Estonian,Estonian
Asjaarmastaja_chunk1_3,Estonian,Estonian
Asjaarmastaja_chunk2_0,Estonian,Estonian
Asjaarmastaja_chunk2_1,Estonian,Greek
Asjaarmastaja_chunk2_2,Estonian,Bulgarian
Asjaarmastaja_chunk2_3,Estonian,Estonian
Asjaarmastaja_chunk2_4,Estonian,Greek
AspiringgMage_chunk10_0,Dutch,Bulgarian
AspiringgMage_chunk10_1,Dutch,Greek
AspiringgMage_chunk10_2,Dutch,Greek
AspiringgMage_chunk11_0,Dutch,Greek
AspiringgMage_chunk11_1,Dutch,Greek
AspiringgMage_chunk11_2,Dutch,Greek
AspiringgMage_chunk11_3,Dutch,Italian
AspiringgMage_chunk12_0,Dutch,Greek
AspiringgMage_chunk12_1,Dutch,Greek
AspiringgMage_chunk12_2,Dutch,Greek
AspiringgMage_chunk12_3,Dutch,Greek
AspiringgMage_chunk13_0,Dutch,Greek
AspiringgMage_chunk13_1,Dutch,Greek
AspiringgMage_chunk13_2,Dutch,Greek
AspiringgMage_chunk13_3,Dutch,Dutch
AspiringgMage_chunk14_0,Dutch,Greek
AspiringgMage_chunk14_1,Dutch,Bulgarian
AspiringgMage_chunk14_2,Dutch,Greek
AspiringgMage_chunk15_0,Dutch,Bulgarian
AspiringgMage_chunk15_1,Dutch,Greek
AspiringgMage_chunk15_2,Dutch,Greek
AspiringgMage_chunk15_3,Dutch,Greek
AspiringgMage_chunk16_0,Dutch,Bulgarian
AspiringgMage_chunk16_1,Dutch,Bulgarian
AspiringgMage_chunk16_2,Dutch,Greek
AspiringgMage_chunk17_0,Dutch,Greek
AspiringgMage_chunk17_1,Dutch,Greek
AspiringgMage_chunk17_2,Dutch,Greek
AspiringgMage_chunk17_3,Dutch,Bulgarian
AspiringgMage_chunk1_0,Dutch,Greek
AspiringgMage_chunk1_1,Dutch,Greek
AspiringgMage_chunk1_2,Dutch,Greek
AspiringgMage_chunk2_0,Dutch,Greek
AspiringgMage_chunk2_1,Dutch,Greek
AspiringgMage_chunk2_2,Dutch,Greek
AspiringgMage_chunk2_3,Dutch,Italian
AspiringgMage_chunk3_0,Dutch,Greek
AspiringgMage_chunk3_1,Dutch,Greek
AspiringgMage_chunk3_2,Dutch,Greek
AspiringgMage_chunk4_0,Dutch,Greek
AspiringgMage_chunk4_1,Dutch,Greek
AspiringgMage_chunk4_2,Dutch,Greek
AspiringgMage_chunk4_3,Dutch,French
AspiringgMage_chunk5_0,Dutch,Bulgarian
AspiringgMage_chunk5_1,Dutch,Bulgarian
AspiringgMage_chunk5_2,Dutch,Bulgarian
AspiringgMage_chunk6_0,Dutch,Bulgarian
AspiringgMage_chunk6_1,Dutch,Greek
AspiringgMage_chunk6_2,Dutch,Greek
AspiringgMage_chunk7_0,Dutch,Bulgarian
AspiringgMage_chunk7_1,Dutch,Italian
AspiringgMage_chunk7_2,Dutch,Greek
AspiringgMage_chunk8_0,Dutch,Greek
AspiringgMage_chunk8_1,Dutch,Greek
AspiringgMage_chunk8_2,Dutch,Greek
AspiringgMage_chunk9_0,Dutch,Greek
AspiringgMage_chunk9_1,Dutch,Italian
AspiringgMage_chunk9_2,Dutch,Greek
Atopha_chunk10_0,Turkish,Turkish
Atopha_chunk10_1,Turkish,Turkish
Atopha_chunk10_2,Turkish,Turkish
Atopha_chunk11_0,Turkish,Italian
Atopha_chunk11_1,Turkish,Greek
Atopha_chunk11_2,Turkish,Hungarian
Atopha_chunk12_0,Turkish,Turkish
Atopha_chunk12_1,Turkish,Turkish
Atopha_chunk12_2,Turkish,Greek
Atopha_chunk13_0,Turkish,Turkish
Atopha_chunk13_1,Turkish,Turkish
Atopha_chunk13_2,Turkish,Turkish
Atopha_chunk14_0,Turkish,Turkish
Atopha_chunk14_1,Turkish,Bulgarian
Atopha_chunk14_2,Turkish,Turkish
Atopha_chunk15_0,Turkish,Greek
Atopha_chunk15_1,Turkish,Greek
Atopha_chunk15_2,Turkish,Greek
Atopha_chunk15_3,Turkish,Bulgarian
Atopha_chunk16_0,Turkish,Greek
Atopha_chunk16_1,Turkish,Turkish
Atopha_chunk16_2,Turkish,Greek
Atopha_chunk17_0,Turkish,Turkish
Atopha_chunk17_1,Turkish,Bulgarian
Atopha_chunk17_2,Turkish,Turkish
Atopha_chunk1_0,Turkish,Greek
Atopha_chunk1_1,Turkish,Greek
Atopha_chunk1_2,Turkish,Greek
Atopha_chunk2_0,Turkish,Greek
Atopha_chunk2_1,Turkish,Greek
Atopha_chunk2_2,Turkish,Turkish
Atopha_chunk2_3,Turkish,Turkish
Atopha_chunk3_0,Turkish,Turkish
Atopha_chunk3_1,Turkish,Bulgarian
Atopha_chunk3_2,Turkish,Greek
Atopha_chunk3_3,Turkish,Spanish
Atopha_chunk4_0,Turkish,Greek
Atopha_chunk4_1,Turkish,Greek
Atopha_chunk4_2,Turkish,Turkish
Atopha_chunk4_3,Turkish,Turkish
Atopha_chunk5_0,Turkish,Greek
Atopha_chunk5_1,Turkish,Greek
Atopha_chunk5_2,Turkish,Greek
Atopha_chunk6_0,Turkish,Turkish
Atopha_chunk6_1,Turkish,Turkish
Atopha_chunk6_2,Turkish,Turkish
Atopha_chunk7_0,Turkish,Turkish
Atopha_chunk7_1,Turkish,Turkish
Atopha_chunk7_2,Turkish,Bulgarian
Atopha_chunk8_0,Turkish,Greek
Atopha_chunk8_1,Turkish,Greek
Atopha_chunk8_2,Turkish,Turkish
Atopha_chunk8_3,Turkish,Turkish
Atopha_chunk9_0,Turkish,Turkish
Atopha_chunk9_1,Turkish,Greek
Atopha_chunk9_2,Turkish,Greek
Auspicios_chunk10_0,Spanish,Greek
Auspicios_chunk10_1,Spanish,Greek
Auspicios_chunk10_2,Spanish,Italian
Auspicios_chunk10_3,Spanish,Greek
Auspicios_chunk10_4,Spanish,Bulgarian
Auspicios_chunk11_0,Spanish,Greek
Auspicios_chunk11_1,Spanish,Italian
Auspicios_chunk11_2,Spanish,Italian
Auspicios_chunk11_3,Spanish,Italian
Auspicios_chunk11_4,Spanish,Spanish
Auspicios_chunk12_0,Spanish,Greek
Auspicios_chunk12_1,Spanish,Greek
Auspicios_chunk12_2,Spanish,Greek
Auspicios_chunk12_3,Spanish,Spanish
Auspicios_chunk13_0,Spanish,Greek
Auspicios_chunk13_1,Spanish,Greek
Auspicios_chunk13_2,Spanish,Greek
Auspicios_chunk13_3,Spanish,Greek
Auspicios_chunk14_0,Spanish,Greek
Auspicios_chunk14_1,Spanish,Greek
Auspicios_chunk14_2,Spanish,Greek
Auspicios_chunk14_3,Spanish,Greek
Auspicios_chunk14_4,Spanish,Greek
Auspicios_chunk15_0,Spanish,Italian
Auspicios_chunk15_1,Spanish,Spanish
Auspicios_chunk15_2,Spanish,Greek
Auspicios_chunk15_3,Spanish,Italian
Auspicios_chunk16_0,Spanish,Greek
Auspicios_chunk16_1,Spanish,Italian
Auspicios_chunk16_2,Spanish,Bulgarian
Auspicios_chunk16_3,Spanish,Bulgarian
Auspicios_chunk17_0,Spanish,Italian
Auspicios_chunk17_1,Spanish,Italian
Auspicios_chunk17_2,Spanish,Greek
Auspicios_chunk1_0,Spanish,Greek
Auspicios_chunk1_1,Spanish,Greek
Auspicios_chunk1_2,Spanish,Greek
Auspicios_chunk1_3,Spanish,Greek
Auspicios_chunk1_4,Spanish,Italian
Auspicios_chunk2_0,Spanish,Greek
Auspicios_chunk2_1,Spanish,Greek
Auspicios_chunk2_2,Spanish,Italian
Auspicios_chunk3_0,Spanish,Italian
Auspicios_chunk3_1,Spanish,Italian
Auspicios_chunk3_2,Spanish,Greek
Auspicios_chunk3_3,Spanish,Italian
Auspicios_chunk3_4,Spanish,Greek
Auspicios_chunk4_0,Spanish,Greek
Auspicios_chunk4_1,Spanish,Bulgarian
Auspicios_chunk4_2,Spanish,Italian
Auspicios_chunk4_3,Spanish,Greek
Auspicios_chunk5_0,Spanish,Italian
Auspicios_chunk5_1,Spanish,Greek
Auspicios_chunk5_2,Spanish,Italian
Auspicios_chunk5_3,Spanish,Italian
