guid,input,output,logit,input_label,output_label
02906,0.0,0.0,1.0440365076065063,0,0
07525,1.0,0.0,1.0440109968185425,1,0
03149,0.0,0.0,1.0440313816070557,0,0
10524,0.0,0.0,1.0440529584884644,0,0
04095,1.0,0.0,1.044014811515808,1,0
11027,0.0,0.0,1.0440311431884766,0,0
01181,0.0,0.0,1.0440483093261719,0,0
10118,0.0,0.0,1.0440171957015991,0,0
07579,0.0,0.0,1.044007658958435,0,0
11600,0.0,0.0,1.0440688133239746,0,0
12545,0.0,0.0,1.0440144538879395,0,0
09254,0.0,0.0,1.0440313816070557,0,0
07006,0.0,0.0,1.0440351963043213,0,0
06444,0.0,0.0,1.044042706489563,0,0
12732,0.0,0.0,1.0440298318862915,0,0
07096,0.0,0.0,1.0440318584442139,0,0
04319,0.0,0.0,1.0439921617507935,0,0
04783,0.0,0.0,1.044020175933838,0,0
05062,0.0,0.0,1.0440239906311035,0,0
02240,1.0,0.0,1.0440534353256226,1,0
00695,0.0,0.0,1.0440504550933838,0,0
05162,0.0,0.0,1.0440161228179932,0,0
07613,0.0,0.0,1.0440239906311035,0,0
01514,0.0,0.0,1.044050931930542,0,0
01242,0.0,0.0,1.0440646409988403,0,0
10364,0.0,0.0,1.0439939498901367,0,0
04371,1.0,0.0,1.044020175933838,1,0
03630,0.0,0.0,1.0440260171890259,0,0
05854,0.0,0.0,1.0440789461135864,0,0
10630,1.0,0.0,1.04396390914917,1,0
11047,0.0,0.0,1.0440261363983154,0,0
01002,1.0,0.0,1.0439990758895874,1,0
07922,0.0,0.0,1.044033408164978,0,0
09304,0.0,0.0,1.0440261363983154,0,0
03799,0.0,0.0,1.0440375804901123,0,0
02400,0.0,0.0,1.044022560119629,0,0
04189,0.0,0.0,1.0440077781677246,0,0
02003,0.0,0.0,1.0440322160720825,0,0
09837,1.0,0.0,1.04399836063385,1,0
00241,0.0,0.0,1.0440301895141602,0,0
10598,0.0,0.0,1.0440300703048706,0,0
07327,0.0,0.0,1.0440559387207031,0,0
03889,0.0,0.0,1.044008731842041,0,0
12268,0.0,0.0,1.0439987182617188,0,0
02670,0.0,0.0,1.0440373420715332,0,0
09740,0.0,0.0,1.0440917015075684,0,0
05256,0.0,0.0,1.0439963340759277,0,0
10510,0.0,0.0,1.0440165996551514,0,0
06741,0.0,0.0,1.0440455675125122,0,0
05809,0.0,0.0,1.0440056324005127,0,0
09574,0.0,0.0,1.044015884399414,0,0
01888,0.0,0.0,1.0440354347229004,0,0
08248,0.0,0.0,1.044067621231079,0,0
08207,0.0,0.0,1.044013500213623,0,0
05767,0.0,0.0,1.0440170764923096,0,0
09337,0.0,0.0,1.0440402030944824,0,0
06139,0.0,0.0,1.0440220832824707,0,0
02338,0.0,0.0,1.044037103652954,0,0
11133,0.0,0.0,1.0440070629119873,0,0
02546,0.0,0.0,1.0440077781677246,0,0
12234,1.0,0.0,1.044006586074829,1,0
03136,0.0,0.0,1.043976902961731,0,0
09701,0.0,0.0,1.0440138578414917,0,0
04444,0.0,0.0,1.0440398454666138,0,0
12434,0.0,0.0,1.0440278053283691,0,0
09441,0.0,0.0,1.0440521240234375,0,0
12991,0.0,0.0,1.0440523624420166,0,0
01947,0.0,0.0,1.0440396070480347,0,0
01412,0.0,0.0,1.0440654754638672,0,0
04106,0.0,0.0,1.0440082550048828,0,0
07865,0.0,0.0,1.0440044403076172,0,0
05617,0.0,0.0,1.04403555393219,0,0
02519,0.0,0.0,1.0440118312835693,0,0
08827,0.0,0.0,1.04404616355896,0,0
11464,0.0,0.0,1.044058084487915,0,0
10072,0.0,0.0,1.0440654754638672,0,0
10699,0.0,0.0,1.0440776348114014,0,0
01095,0.0,0.0,1.0440313816070557,0,0
02395,0.0,0.0,1.0440226793289185,0,0
05194,0.0,0.0,1.044067144393921,0,0
08762,0.0,0.0,1.0440493822097778,0,0
11279,0.0,0.0,1.044028401374817,0,0
04743,0.0,0.0,1.0440224409103394,0,0
12332,0.0,0.0,1.0440359115600586,0,0
05301,0.0,0.0,1.0440552234649658,0,0
02622,0.0,0.0,1.044034719467163,0,0
08642,0.0,0.0,1.044036865234375,0,0
09547,0.0,0.0,1.0440609455108643,0,0
08851,0.0,0.0,1.0440318584442139,0,0
02257,0.0,0.0,1.0440118312835693,0,0
00910,0.0,0.0,1.044053316116333,0,0
03267,0.0,0.0,1.0440266132354736,0,0
02339,0.0,0.0,1.0440127849578857,0,0
12571,0.0,0.0,1.0440348386764526,0,0
05625,0.0,0.0,1.044045090675354,0,0
08462,0.0,0.0,1.0440138578414917,0,0
02745,0.0,0.0,1.0440526008605957,0,0
10929,0.0,0.0,1.044026494026184,0,0
08081,0.0,0.0,1.0440415143966675,0,0
08771,0.0,0.0,1.0440716743469238,0,0
02897,0.0,0.0,1.0440422296524048,0,0
04462,0.0,0.0,1.0440356731414795,0,0
07102,0.0,0.0,1.0440436601638794,0,0
08238,0.0,0.0,1.0439772605895996,0,0
01914,0.0,0.0,1.0440664291381836,0,0
03287,0.0,0.0,1.0440621376037598,0,0
03047,0.0,0.0,1.0440465211868286,0,0
08902,0.0,0.0,1.044014811515808,0,0
09917,0.0,0.0,1.0440137386322021,0,0
10537,0.0,0.0,1.0440478324890137,0,0
11229,0.0,0.0,1.0440359115600586,0,0
10434,0.0,0.0,1.0440278053283691,0,0
07810,0.0,0.0,1.0440356731414795,0,0
07081,0.0,0.0,1.0440430641174316,0,0
11125,0.0,0.0,1.044036865234375,0,0
07655,0.0,0.0,1.0440515279769897,0,0
13054,0.0,0.0,1.044083595275879,0,0
04282,1.0,0.0,1.0440278053283691,1,0
08061,0.0,0.0,1.0440101623535156,0,0
11298,0.0,0.0,1.04404616355896,0,0
00293,1.0,0.0,1.0440208911895752,1,0
12285,0.0,0.0,1.044037938117981,0,0
06917,0.0,0.0,1.0440490245819092,0,0
10971,0.0,0.0,1.0440059900283813,0,0
07490,0.0,0.0,1.0440573692321777,0,0
05479,0.0,0.0,1.0440341234207153,0,0
03745,0.0,0.0,1.044018268585205,0,0
06026,0.0,0.0,1.0440069437026978,0,0
04616,0.0,0.0,1.0440614223480225,0,0
06888,0.0,0.0,1.0440021753311157,0,0
00012,0.0,0.0,1.0440737009048462,0,0
04158,0.0,0.0,1.044076681137085,0,0
01940,0.0,0.0,1.0439915657043457,0,0
04755,0.0,0.0,1.0440375804901123,0,0
09934,0.0,0.0,1.0440254211425781,0,0
05493,0.0,0.0,1.0440658330917358,0,0
06224,0.0,0.0,1.044019103050232,0,0
12317,0.0,0.0,1.044053316116333,0,0
02517,0.0,0.0,1.0440723896026611,0,0
09921,0.0,0.0,1.0440340042114258,0,0
11769,0.0,0.0,1.044039011001587,0,0
02130,0.0,0.0,1.0439996719360352,0,0
01983,0.0,0.0,1.0439765453338623,0,0
10020,0.0,0.0,1.0440566539764404,0,0
07158,0.0,0.0,1.0440478324890137,0,0
01584,0.0,0.0,1.0440346002578735,0,0
09874,0.0,0.0,1.0440046787261963,0,0
11108,0.0,0.0,1.0440387725830078,0,0
01848,0.0,0.0,1.0440338850021362,0,0
11374,0.0,0.0,1.0440329313278198,0,0
10816,0.0,0.0,1.0440247058868408,0,0
04774,0.0,0.0,1.0440274477005005,0,0
05538,0.0,0.0,1.0440605878829956,0,0
06526,0.0,0.0,1.044055461883545,0,0
09213,1.0,0.0,1.0439732074737549,1,0
02696,0.0,0.0,1.0440056324005127,0,0
02715,0.0,0.0,1.0440731048583984,0,0
06210,1.0,0.0,1.0440237522125244,1,0
05967,0.0,0.0,1.044015884399414,0,0
02863,0.0,0.0,1.0440608263015747,0,0
08054,1.0,0.0,1.0440728664398193,1,0
12039,1.0,0.0,1.044023036956787,1,0
12452,0.0,0.0,1.0440436601638794,0,0
12340,0.0,0.0,1.044028878211975,0,0
00802,0.0,0.0,1.0440845489501953,0,0
01139,0.0,0.0,1.044045090675354,0,0
08797,0.0,0.0,1.04402756690979,0,0
11661,1.0,0.0,1.0436558723449707,1,0
00384,0.0,0.0,1.0440309047698975,0,0
07715,0.0,0.0,1.0440890789031982,0,0
04193,1.0,0.0,1.0440105199813843,1,0
02764,0.0,0.0,1.0440261363983154,0,0
12612,0.0,0.0,1.0440889596939087,0,0
00871,0.0,0.0,1.0440120697021484,0,0
04953,1.0,0.0,1.0439945459365845,1,0
03356,0.0,0.0,1.0440711975097656,0,0
07176,0.0,0.0,1.0439963340759277,0,0
12761,0.0,0.0,1.0439907312393188,0,0
08588,0.0,0.0,1.044062852859497,0,0
07051,0.0,0.0,1.0440231561660767,0,0
05069,0.0,0.0,1.0439956188201904,0,0
03723,0.0,0.0,1.0440788269042969,0,0
01721,0.0,0.0,1.0440696477890015,0,0
05441,0.0,0.0,1.0440680980682373,0,0
12158,0.0,0.0,1.0440231561660767,0,0
00746,0.0,0.0,1.044020414352417,0,0
03218,0.0,0.0,1.0440558195114136,0,0
00021,0.0,0.0,1.0440483093261719,0,0
13181,0.0,0.0,1.0440691709518433,0,0
08487,0.0,0.0,1.0440518856048584,0,0
00307,0.0,0.0,1.0440752506256104,0,0
00671,0.0,0.0,1.0440185070037842,0,0
05465,0.0,0.0,1.044019103050232,0,0
01223,0.0,0.0,1.044023871421814,0,0
00215,0.0,0.0,1.0440475940704346,0,0
03451,0.0,0.0,1.0440198183059692,0,0
04787,0.0,0.0,1.044001579284668,0,0
13107,0.0,0.0,1.044019341468811,0,0
04018,0.0,0.0,1.0440046787261963,0,0
13126,0.0,0.0,1.0440261363983154,0,0
07048,0.0,0.0,1.0440654754638672,0,0
01385,0.0,0.0,1.0440278053283691,0,0
03559,0.0,0.0,1.0440629720687866,0,0
01757,1.0,0.0,1.0440196990966797,1,0
06912,0.0,0.0,1.0441129207611084,0,0
03958,0.0,0.0,1.0440319776535034,0,0
00771,0.0,0.0,1.0440502166748047,0,0
08263,0.0,0.0,1.0440011024475098,0,0
00748,0.0,0.0,1.044036626815796,0,0
02840,0.0,0.0,1.044057011604309,0,0
04986,1.0,0.0,1.0440165996551514,1,0
05920,0.0,0.0,1.0440584421157837,0,0
09776,0.0,0.0,1.0439882278442383,0,0
05334,0.0,0.0,1.0440731048583984,0,0
00790,1.0,0.0,1.0439939498901367,1,0
08271,0.0,0.0,1.0440479516983032,0,0
08091,0.0,0.0,1.0440115928649902,0,0
07109,0.0,0.0,1.0440648794174194,0,0
09201,0.0,0.0,1.0440232753753662,0,0
12489,1.0,0.0,1.0440521240234375,1,0
02656,0.0,0.0,1.0440632104873657,0,0
06527,1.0,0.0,1.0440764427185059,1,0
11844,0.0,0.0,1.0440306663513184,0,0
08260,0.0,0.0,1.044044017791748,0,0
10666,0.0,0.0,1.0440094470977783,0,0
02720,0.0,0.0,1.04404616355896,0,0
01248,0.0,0.0,1.0440282821655273,0,0
12406,0.0,0.0,1.044035792350769,0,0
08104,0.0,0.0,1.0440576076507568,0,0
05222,0.0,0.0,1.044043779373169,0,0
12169,0.0,0.0,1.0440545082092285,0,0
12155,0.0,0.0,1.044020652770996,0,0
09982,0.0,0.0,1.0440363883972168,0,0
01031,0.0,0.0,1.0440459251403809,0,0
03565,0.0,0.0,1.0440139770507812,0,0
10439,1.0,0.0,1.0439085960388184,1,0
07280,0.0,0.0,1.0440287590026855,0,0
03148,0.0,0.0,1.0440633296966553,0,0
00108,0.0,0.0,1.0440168380737305,0,0
02028,0.0,0.0,1.0440317392349243,0,0
10922,0.0,0.0,1.0440456867218018,0,0
06458,0.0,0.0,1.0440471172332764,0,0
03802,0.0,0.0,1.0440428256988525,0,0
09098,0.0,0.0,1.0440247058868408,0,0
10828,0.0,0.0,1.0440466403961182,0,0
01628,0.0,0.0,1.0440326929092407,0,0
01567,0.0,0.0,1.0440675020217896,0,0
03108,0.0,0.0,1.0440056324005127,0,0
05857,0.0,0.0,1.0439952611923218,0,0
10500,0.0,0.0,1.0439985990524292,0,0
01024,0.0,0.0,1.0440263748168945,0,0
12404,0.0,0.0,1.0440444946289062,0,0
06346,0.0,0.0,1.0440266132354736,0,0
05074,0.0,0.0,1.0440013408660889,0,0
01213,1.0,0.0,1.0440210103988647,1,0
01548,0.0,0.0,1.0440700054168701,0,0
12437,0.0,0.0,1.0440311431884766,0,0
00821,0.0,0.0,1.0440235137939453,0,0
08626,0.0,0.0,1.0440614223480225,0,0
02235,0.0,0.0,1.0440036058425903,0,0
09984,0.0,0.0,1.044007658958435,0,0
09353,0.0,0.0,1.0440410375595093,0,0
07387,0.0,0.0,1.0440083742141724,0,0
09852,0.0,0.0,1.04408860206604,0,0
00521,0.0,0.0,1.0440301895141602,0,0
09724,0.0,0.0,1.0440266132354736,0,0
05976,0.0,0.0,1.0440202951431274,0,0
02784,0.0,0.0,1.0440495014190674,0,0
04562,0.0,0.0,1.0440298318862915,0,0
12323,0.0,0.0,1.0440542697906494,0,0
11098,0.0,0.0,1.0440301895141602,0,0
09209,1.0,0.0,1.0439763069152832,1,0
07952,0.0,0.0,1.0440285205841064,0,0
09951,1.0,0.0,1.044034481048584,1,0
08595,0.0,0.0,1.0440411567687988,0,0
09462,0.0,0.0,1.0440375804901123,0,0
07968,0.0,0.0,1.0440309047698975,0,0
05132,0.0,0.0,1.0440654754638672,0,0
03721,0.0,0.0,1.0440211296081543,0,0
03311,0.0,0.0,1.04397714138031,0,0
04179,0.0,0.0,1.0439963340759277,0,0
10048,0.0,0.0,1.044006586074829,0,0
02891,0.0,0.0,1.0440642833709717,0,0
12005,0.0,0.0,1.0440170764923096,0,0
12611,0.0,0.0,1.044013261795044,0,0
09887,0.0,0.0,1.044007420539856,0,0
05509,0.0,0.0,1.044001817703247,0,0
09838,0.0,0.0,1.0440400838851929,0,0
10522,0.0,0.0,1.0439963340759277,0,0
06862,0.0,0.0,1.0439895391464233,0,0
02992,0.0,0.0,1.0440311431884766,0,0
05015,0.0,0.0,1.0440185070037842,0,0
10618,0.0,0.0,1.0440170764923096,0,0
00760,0.0,0.0,1.044071912765503,0,0
02467,0.0,0.0,1.0440387725830078,0,0
01137,0.0,0.0,1.0440688133239746,0,0
10464,1.0,0.0,1.0440034866333008,1,0
06517,0.0,0.0,1.0440492630004883,0,0
05247,0.0,0.0,1.0440504550933838,0,0
06607,0.0,0.0,1.044010043144226,0,0
11148,0.0,0.0,1.0440336465835571,0,0
11235,0.0,0.0,1.0440542697906494,0,0
11649,0.0,0.0,1.0440356731414795,0,0
07404,0.0,0.0,1.044061303138733,0,0
05507,0.0,0.0,1.0440301895141602,0,0
04063,0.0,0.0,1.0440425872802734,0,0
05911,0.0,0.0,1.0440354347229004,0,0
02568,0.0,0.0,1.0440356731414795,0,0
08733,1.0,0.0,1.0440055131912231,1,0
11939,0.0,0.0,1.0440306663513184,0,0
09475,0.0,0.0,1.0440168380737305,0,0
09947,1.0,0.0,1.0440170764923096,1,0
07276,0.0,0.0,1.0440455675125122,0,0
05206,0.0,0.0,1.044013500213623,0,0
10734,0.0,0.0,1.0440435409545898,0,0
00788,0.0,0.0,1.0440223217010498,0,0
06085,0.0,0.0,1.044006586074829,0,0
11890,0.0,0.0,1.0440294742584229,0,0
06722,0.0,0.0,1.0440150499343872,0,0
09382,0.0,0.0,1.0440504550933838,0,0
05335,1.0,0.0,1.0440397262573242,1,0
10182,0.0,0.0,1.0439963340759277,0,0
07093,0.0,0.0,1.0440044403076172,0,0
01754,0.0,0.0,1.044009804725647,0,0
12226,0.0,0.0,1.0440089702606201,0,0
12046,1.0,0.0,1.0439810752868652,1,0
01044,0.0,0.0,1.0440548658370972,0,0
07030,0.0,0.0,1.044036626815796,0,0
06618,0.0,0.0,1.0440384149551392,0,0
08228,0.0,0.0,1.0440385341644287,0,0
09144,0.0,0.0,1.0440950393676758,0,0
01610,0.0,0.0,1.0440924167633057,0,0
01285,0.0,0.0,1.0440375804901123,0,0
10612,0.0,0.0,1.0440030097961426,0,0
01938,0.0,0.0,1.044036626815796,0,0
09696,0.0,0.0,1.0440175533294678,0,0
07407,1.0,0.0,1.0440785884857178,1,0
09437,0.0,0.0,1.0440117120742798,0,0
00705,0.0,0.0,1.0440524816513062,0,0
03015,0.0,0.0,1.044079065322876,0,0
11253,0.0,0.0,1.0440659523010254,0,0
09327,0.0,0.0,1.044049859046936,0,0
05602,0.0,0.0,1.0440653562545776,0,0
03274,0.0,0.0,1.0440528392791748,0,0
04958,0.0,0.0,1.043981671333313,0,0
08651,0.0,0.0,1.0440189838409424,0,0
12719,0.0,0.0,1.0440022945404053,0,0
10521,0.0,0.0,1.0440254211425781,0,0
08756,0.0,0.0,1.0440478324890137,0,0
06215,1.0,0.0,1.0440396070480347,1,0
06991,0.0,0.0,1.04408860206604,0,0
05952,0.0,0.0,1.0440266132354736,0,0
02276,0.0,0.0,1.0439916849136353,0,0
07483,0.0,0.0,1.0440335273742676,0,0
10599,0.0,0.0,1.0440274477005005,0,0
03626,0.0,0.0,1.0440223217010498,0,0
06239,0.0,0.0,1.0440664291381836,0,0
00092,0.0,0.0,1.0440566539764404,0,0
10689,0.0,0.0,1.0439848899841309,0,0
02630,0.0,0.0,1.0439989566802979,0,0
10420,0.0,0.0,1.0440438985824585,0,0
12192,0.0,0.0,1.0440394878387451,0,0
07040,0.0,0.0,1.0440349578857422,0,0
07874,0.0,0.0,1.0440387725830078,0,0
06737,0.0,0.0,1.0440330505371094,0,0
10287,0.0,0.0,1.0439989566802979,0,0
02427,0.0,0.0,1.0440192222595215,0,0
07811,0.0,0.0,1.044041395187378,0,0
11522,0.0,0.0,1.0440337657928467,0,0
01660,0.0,0.0,1.0440804958343506,0,0
03841,0.0,0.0,1.0440316200256348,0,0
10313,0.0,0.0,1.0440380573272705,0,0
12846,0.0,0.0,1.0440242290496826,0,0
04312,0.0,0.0,1.044034719467163,0,0
07892,0.0,0.0,1.044026255607605,0,0
03260,0.0,0.0,1.044039249420166,0,0
12849,0.0,0.0,1.0440500974655151,0,0
04032,0.0,0.0,1.044002652168274,0,0
00197,0.0,0.0,1.0439720153808594,0,0
01280,0.0,0.0,1.0440374612808228,0,0
08740,0.0,0.0,1.0440151691436768,0,0
07598,0.0,0.0,1.0440810918807983,0,0
11315,0.0,0.0,1.044036865234375,0,0
05531,0.0,0.0,1.044074296951294,0,0
05138,0.0,0.0,1.0440255403518677,0,0
09805,0.0,0.0,1.044015884399414,0,0
07766,0.0,0.0,1.0439523458480835,0,0
09184,1.0,0.0,1.0439854860305786,1,0
01364,0.0,0.0,1.0440700054168701,0,0
05815,0.0,0.0,1.044013261795044,0,0
12177,0.0,0.0,1.0440340042114258,0,0
07099,0.0,0.0,1.0440300703048706,0,0
04103,0.0,0.0,1.0439941883087158,0,0
01246,0.0,0.0,1.0440243482589722,0,0
02456,0.0,0.0,1.0440261363983154,0,0
00898,0.0,0.0,1.0440669059753418,0,0
06718,0.0,0.0,1.044067144393921,0,0
00030,0.0,0.0,1.0440442562103271,0,0
12416,0.0,0.0,1.0439866781234741,0,0
00347,0.0,0.0,1.0440460443496704,0,0
05379,0.0,0.0,1.0440295934677124,0,0
09515,0.0,0.0,1.043968915939331,0,0
10354,0.0,0.0,1.0440261363983154,0,0
09176,0.0,0.0,1.0439608097076416,0,0
02248,0.0,0.0,1.0440278053283691,0,0
13121,0.0,0.0,1.0440089702606201,0,0
10744,0.0,0.0,1.044051170349121,0,0
10016,0.0,0.0,1.04404616355896,0,0
05026,0.0,0.0,1.044002652168274,0,0
08163,0.0,0.0,1.0440558195114136,0,0
06141,0.0,0.0,1.0440261363983154,0,0
10109,0.0,0.0,1.0440647602081299,0,0
00379,0.0,0.0,1.0440270900726318,0,0
00881,0.0,0.0,1.044027328491211,0,0
09044,0.0,0.0,1.0440362691879272,0,0
06208,0.0,0.0,1.044004201889038,0,0
02031,0.0,0.0,1.0440092086791992,0,0
06299,0.0,0.0,1.0440500974655151,0,0
10282,1.0,0.0,1.0440645217895508,1,0
03324,0.0,0.0,1.0440540313720703,0,0
03144,0.0,0.0,1.0440120697021484,0,0
13021,0.0,0.0,1.0440274477005005,0,0
09949,0.0,0.0,1.0440646409988403,0,0
11403,0.0,0.0,1.0440289974212646,0,0
11620,0.0,0.0,1.0440813302993774,0,0
01853,0.0,0.0,1.0440325736999512,0,0
04649,0.0,0.0,1.0440363883972168,0,0
10092,0.0,0.0,1.044023036956787,0,0
10835,0.0,0.0,1.0440282821655273,0,0
01830,0.0,0.0,1.043999433517456,0,0
06908,0.0,0.0,1.0440312623977661,0,0
03290,0.0,0.0,1.044018268585205,0,0
06150,0.0,0.0,1.0440322160720825,0,0
01195,0.0,0.0,1.0440455675125122,0,0
02718,0.0,0.0,1.0440561771392822,0,0
13119,0.0,0.0,1.0440436601638794,0,0
04877,0.0,0.0,1.0439870357513428,0,0
04806,0.0,0.0,1.0440435409545898,0,0
